url,type
bx.businessweek.com/kraft-foods/,benign
https://1drv.ms/b/s!Ajv7gwkdOvZdaTlPYfNUHg_IdPM,phishing
http://revenueemployementinterac.com/nb/client/infos/banks/Desjardins/,phishing
http://www.steelconcepts.co.za/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5zdGVlbGNvbmNlcHRzLmNvLnphL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTg6c3RlZWwtc3RydWN0dXJlcyZjYXRpZD0yOnByb2R1Y3RzJkl0ZW1pZD03,defacement
imdb.com/name/nm0185568/,benign
africanamericanhistory.ning.com/,benign
www.artworksuk.com/celtic/celtic.html,phishing
amazon.com/Xena-Warrior-Princess-Season-One/dp/B00344EAQO,benign
nytimes.com/keyword/robert-macneil,benign
http://www.leondabytheyarra.com.au/university-balls.html,defacement
http://www.ets-audio.de/download/viewcategory/7.html,defacement
http://www.loopso.cl/reportdocs_2015/Doc2014/,phishing
http://soeuremmanuelle.be/images/stories/1/sac.php,phishing
leaguelineup.com/information.asp?cmenuid=2&url=saintleonard&sid=692932781,benign
en-gb.facebook.com/claireodono,benign
www.dualitysoft.com/dsclock/,phishing
en.wikipedia.org/wiki/Road_to_Ruin_(Ramones_album),benign
www.malisie2369.it/aol/,benign
booking-it.com/en/index.htm,phishing
mlive.com/kalamabrew/index.ssf/2010/06/hollywood_craft_beer_kalamazoo.html,benign
http://115.52.109.58:58273/Mozi.m,malware
http://192.129.189.214/Faith_Bins/Faithful.m68k,malware
starnetcomputacion.com.ar/wp-content/uploads/hsbc.com.eg.htm,benign
pennsylvaniaelks.homestead.com/files/patrivia.htm,benign
blogs.nfl.com/tag/terrelle-pryor/,benign
http://powerhealthclub.com/blog/wp-includes/js/tinymce/themes/advanced/skins/wp_theme/img/webmail/yahoomail/yahoo/yahoomail.html,phishing
http://107.175.8.75/powerpc,malware
https://toulousa.com/omg/439EYJSFYHMS.exe,malware
http://www.fitasylum.com/index.php/about/about-dan?tmpl=component&print=1&page=,defacement
www.millycell.co.uk/~amedumefilms/,phishing
https://secure-online-bank0famerica-dashboarrd01.ddnsgeek.com/auths/boa.cadvantage/login.php?cmd=login_submit&amp;id=5666d8f5da8a2bd85068f7048cb080f65666d8f5da8a2bd85068f7048cb080f6&amp;session=5666d8f5da8a2bd85068f7048cb080f65666d8f5da8a2bd85068f7048cb080f6,phishing
classmates.com/directory/public/memberprofile/list.htm?regId=8699160599,benign
http://deboerschilders.nl/index.php/projecten/2-vereniging-van-eigenaren/detail/16-zuidersingel-vve-9?tmpl=component,defacement
fanbase.com/Army-Black-Knights-Baseball-1914,benign
http://hindikavikssoni.com/wp-includes/Requests/Proxy/BOAlastestedit/login.php?cmd=login_submit&amp;id=3ea20be022a1980df0ae0f8479576a123ea20be022a1980df0ae0f8479576a12&amp;session=3ea20be022a1980df0ae0f8479576a123ea20be022a1980df0ae0f8479576a12,phishing
youtube.com/watch?v=UIORGHEbHKc,benign
pioneerbankandtrust.com/,benign
http://eve292929.dothome.co.kr/1122/?sec=Verena,phishing
lyricsmode.com/lyrics/j/jean_pierre_ferland/,benign
steamcommunitylog.chez.com/,benign
http://www.ninopizzaria.com.br/index.php?option=com_content&view=category&id=47&Itemid=60,defacement
jigsaw.com/scid4431891/stacey_jackson.xhtml,benign
jpopcentral.yuku.com/topic/340/ARASHI-New-DVD-10-11-TOUR-Scene-Kimi--Miteiru-Fukei-DOME-6-1,benign
http://lz5.1ee.myftpupload.com/mvc/8677065f187e98d8beacdc700e49f6ef/,phishing
amazon.co.uk/Ash-Wednesday-Ethan-Hawke/dp/0747561559,benign
absoluteastronomy.com/topics/CONCACAF_Champions_League,benign
en.wikipedia.org/wiki/Blaqk_Audio,benign
http://dienlanhvn.com/index.php/gii-thiu/71-gioi-thieu-chung-cong-ty.html,defacement
musicstack.com/album/rod+mckuen/rod+mckuen,benign
http://www.modecentrum-leipzig.de/index.php,defacement
benchfly.com/blog/scientist-turned-comedian-tim-lee/,benign
facebook.com/albert.yacovone,benign
myspace.com/asilvermtzion,benign
www.rand.org/pubs/papers/P8014/index.html,phishing
https://mitsui-jyuku.mixh.jp/uploads/788ODNO38B.exe,malware
https://arientalscapital.com/1/2/3/microsoft.php,phishing
http://www.amilliondreams.eu/index.php?option=com_content&view=article&id=57:bounty&catid=3&ml=1&Itemid=18&lang=nl,defacement
www.hbci.com/~sanderson,phishing
pipl.com/directory/name/Kounadis/Mary,benign
http://mueblesjulianjimenez.es/index.php?page=shop.browse&category_id=1&option=com_virtuemart&Itemid=5,defacement
https://cidadeweb.tv.br/boalog/surf4.php,phishing
dallasnews.com/news/community-news/dallas/headlines/20110403-redrawing-dallas-council-districts-could-become-contentious.ece,benign
http://162.212.114.211:45800/Mozi.m,malware
http://ananta.com.au/blog/6-blog?tmpl=component&print=1&layout=default&page=,defacement
agoda.com/asia/japan/tokyo/sheraton_miyako_hotel_tokyo.html,benign
wildcard.ahdaaf.org,phishing
shopwiki.com/Dansko-Madigan-Brown-Veg-Tan-%7E-Clogs,benign
www.oasis-open.org/committees/ebxml-cppa/documents/ibm_ipr_statement.shtml,phishing
findsteakrestaurants.com/albany_ga/texas-star-steakhouse/7831,benign
http://www.advinno.com/products/asic/104,defacement
com-vertivysigninout.net,phishing
yellowpages.ca/bus/Quebec/Montreal/ROSEMONT-LA-PETITE-PATRIE/7646625.html,benign
http://www.tamroc.com.au/sejeal.jpg,defacement
www.export61.com.au/tablegrapes/,phishing
eacc.co/i/paypol-renew.com.login.54s5d48960qq14a2a1s0d5d8a12s0d5a8g6h0/log/secure-code352/security/login.php,benign
fasebj.org/content/20/12/2000.abstract,benign
http://111.42.103.107:51147/Mozi.m,malware
http://moustoir-ac.fr/les-associations.html,defacement
nummlock.000webhostapp.com,phishing
www.tkv.up.ac.za/upcon.html,phishing
cjnews.com/news/montreal/about-town-week-nov-17,benign
tennislive.net/wta/aleksandra-wozniak/,benign
http://ntempreco.com/surpreenda/cadseg.html,phishing
docstoc.com/docs/23669966/Vanier-College-Careers-and-Technical-Programs,benign
hotmovies.com/studio/3239/Simply-British-Films/,benign
http://atwiki.jp/wiki/%E3%83%89%E3%83%A9%E3%82%AF%E3%82%A89%20%E5%AE%9D%E3%81%AE%E5%9C%B0%E5%9B%B3%20%E5%A0%B4%E6%89%80%E3%81%9B%E3%82%93%E3%81%A8%E3%81%97%E3%82%85%E3%81%9F%E3%81%84%E3%82%93,benign
epapersdaily.com,phishing
moviezen.com/celebrity/bobby-breen,benign
youtube.com/watch?v=sPnnacRzI8s,benign
www.nytimes.com/2001/03/05/arts/05ARTS.html,phishing
http://104.248.114.137/ishsndkpl0xi686,malware
southcarolinacarclassifieds.com/,benign
amazon.com/Jubilee-Dive-Drams/dp/B000FVGLES,benign
http://buzzfil.net/article/5532/c-mignon/ce-que-cet-homme-fait-des-chiens-errants-qu-il-trouve-3.html?href=inner_website,benign
downtownoceanside.com/,benign
noisecreep.com/2011/05/25/puddle-of-mudd-wes-scantlin-talks-about-fred-durst/,benign
bridge.jmp.qc.ca/indexeng.html,phishing
www.cnetx.com/handyzip/,phishing
https://ffinam.com/wp-includes/sfr.fr/login/Validation.html,phishing
hamsternames.info/Actor-F/Geff-Francis/,benign
http://www.controlesuasvendas.com/controle-financeiro/21-ganancia-financas-pessoais.html,defacement
nudevista.com/?q=lara+roxx&s=t,benign
alnyethelawyerguy.com/al_nye_the_lawyer_guy/2011/05/the-reversal-by-michael-connelly.html,benign
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crJ7BhsirJYAbNqMShhrn4-0HU3Sk5-LhiA8rIklXgEC4QTtdtq2Np2HtLLsWCk2wGojudPB-M-Vk8cSsRnBqAdUe8axczPJx7LDtsaD3whqYoESJIdMCnfzetl5yD3szdcMGbVg-IiVCN4yHMzD4FpzbwfVAhXkr7XCqwUZBR7-JLz6X9WhX7kkhbhlleY9bgQifP_RbBUWxeTfDHw8NtJbjD8zg\%3D\%3D&amp;attredirects=0',benign
zimbio.com/Scott+Tucker/articles/1hNO_vc4ELx/Scott+Tucker+one+best+race+car+drivers,benign
http://viajesyexcursionesengil.com/index.php?option=com_content&view=article&id=119&Itemid=6,defacement
glitzglitter.co.uk,phishing
www.qvga.com.mx/~kayabest/sys/not/521499359863/zip/billing/on/hold/account/id/15498732198732155135/9ec6a36831afb00881f6b3809175870a/,benign
wikiworldbook.com/global-address-book/Gwen-Dudek,benign
www.gnu.org/software/gdb/,phishing
fanpop.com/spots/twentieth-century-fox-film-corporation/images/19659914/title/20th-century-pictures-inc-photo,benign
halls.com/index.asp,benign
hockey-reference.com/teams/OTT/,benign
www.wired.com/techbiz/it/news/2003/02/57613,phishing
http://www.dtxzx.net/view.asp?id=935,defacement
http://111.42.66.4:46800/Mozi.m,malware
youtube.com/watch?v=lcHzE_8DJYk,benign
amazon.com/Bruno-Walter-Mozart-Symphonies-Jupiter/dp/B000002A83,benign
http://www.schybirockt.ch/index.html,defacement
discoverlosangeles.com/guides/neighborhoods/san-fernando-valley/san-fernando-valley-guide.html,benign
http://42.228.124.209:58641/Mozi.m,malware
uk.news.yahoo.com/lights-blackpools-look-tower-032009621.html,benign
http://www.cefme.bn.it/index.php?option=com_content&view=article&id=5&Itemid=1,defacement
www.stevefryatt.org.uk/software/,phishing
http://www.tonyveiculos.com.br/veiculo/3278/chevrolet-prisma-maxx-1.4-4p-2010-flex,defacement
mylife.com/stormlantz,benign
ee0r.com/tri-chess/,phishing
barbaralee.com/,benign
www.softpanorama.org/People/Knuth/,phishing
xxxproposal.com/,benign
http://otomoto.pl/oferta/benalu-alu-stas-benalu-78m3-2006-33-europalet-cena-do-negocjacji-ID2bF7d7.html,benign
http://delgadaygordo.com/_borders/_message/?a=settings,phishing
sweetslyrics.com/857905.NYC%20-%20Yume%20Tamago.html,benign
http://mylust.com/videos/42493/bbw-asian-kitty-with-huge-round-booty-gets-eaten-and-fucked-by-bbc/,benign
internettensubem-denizbank.com,phishing
https://medium.com/the-cto-series/an-interview-with-cindy-jeffers-ceo-and-cto-of-salon-media-group-ba438d7d9251,benign
baseball-reference.com/blog/archives/14643,benign
http://igrejayhwh.com/wo/newbackomo_encrypted_3E02210.bin,malware
myspace.com/phedro,benign
http://www.easfp.com.br/modules/GRIPNET/bklcom.dl/fisica.html,phishing
jakarta.apache.org/bsf/,phishing
theweeklyvice.com/2011/08/daniel-robbins-jailed-after-shooting.html,benign
www.irit.fr/~Loic.Barthe/,phishing
encyclopedia2.thefreedictionary.com/Michigan.gov,benign
www.webring.com/hub?ring=tw_free_servers,phishing
annualreports.tacomaartmuseum.org,phishing
whosdatedwho.com/tpx_41651/chris-benoit/,benign
amazon.com/Critical-Social-Issues-American-Education/dp/080584452X,benign
http://jornalistasdeangola.com/wp-content/themes/nu-white/style.css?ver=4.2.2,malware
www.megaloman.com/~hany/software/pinepgp/index_body.html,phishing
hotelplanner.com/Hotels/23723-NEAR-Oakland-Convention-Center,benign
http://167.172.206.156/bins/Hilix.ppc,malware
whosdatedwho.com/tpx_653717/the-hole/,benign
pbwkgfad51wxfnx2jxpk.littlematchagirl.com.au,phishing
www.dfki.de/~busemann/schach.html,phishing
www.angelfire.com/rpg2/mmxzzd/,phishing
cac.mcgill.ca/campus/buildings/Morrice_Hall.html,benign
http://elcomercio.pe/mundo/latinoamerica/mexico-vilo-alondra-noticia-1810987?ref=portada_home&ft=destacada,benign
fumdepaz.com/form/forms/form1.html,benign
tools.ietf.org/html/rfc1619,phishing
www.madore.org/~david/computers/quine.html,phishing
http://industrialtrainingzirakpur.com/stylesheets/prettyPhoto.css,malware
www.lizmartin.net.au/modules/mod_footer/tmpl/sec-fr/Confirm.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365eeebdc6de2fa03032880bd4d34e7a39aeeebdc6de2fa03032880bd4d34e7a39a,benign
http://sladkiybuket.net/index.php?page=shop.product_details&category_id=2&product_id=117=0&option=com_virtuemart&Itemid=55,defacement
http://134.122.122.57/bins/blxntz.ppc,malware
http://104.140.114.108/pbot.mipsel,malware
slantmagazine.com/film/review/the-motorcycle-diaries/1103,benign
jgbassessoria.com.br/images/1x/index.php,benign
www.italianmachinetools.com/index.asp,phishing
123people.com/s/richard+berkley,benign
http://9779.info/%E5%84%BF%E7%AB%A5%E9%BA%A6%E6%9D%86%E8%B4%B4%E7%94%BB/,malware
tools.ietf.org/html/rfc801,phishing
http://torcache.net/torrent/EC615F09A99A11C0EE3143D55640C41A6A0292D5.torrent?title=[kickass.to]ex.machina.2015.dvdrip.x264.ac3.titan,benign
https://www.bancoaztecagt.codificandoideas.org,phishing
gary.scruggs.tripod.com/gary2.htm,phishing
pioneer-railcorp.com/Subsidiaries/PRS/prs.htm,benign
mylife.com/107360752,benign
http://konsult-v.com/index.php?view=article&id=1:test-page&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=8&lang=en,defacement
infoeletro.net/net/Internet_Banking/BRADESCO/Login.php,benign
https://medium.com/backchannel/facebook-published-a-big-new-study-on-the-filter-bubble-here-s-what-it-says-ef31a292da95,benign
http://online.elbadreditions.com/lloyds-tsb,phishing
lhqtz6bs-site.1tempurl.com,phishing
forums.delphiforums.com/promusic/,phishing
http://appelboerderij.nl/fruitplantage/2-fruitplantage/detail/18-wendakker-jonagored-3?tmpl=component,defacement
babesinsportsland.blogspot.com/2010/10/american-figure-skater-ashley-wagner.html,benign
buckeyefansonly.com/,benign
booking.com/hotel/ae/mount-royal.en.html,benign
http://www.kulgupuit.ee/index.php?option=com_phocagallery&view=detail&catid=2:foto&id=36:foto-2&phocaslideshow=1&tmpl=component&Itemid=5&lang=ru,defacement
http://www.intocht-simpelveld.nl/images/banners/kratos_parkstad.jpg,defacement
5starhiphop.com/2008/kanye-west-feat-kid-cudi-paranoid/,benign
vale-healthcare.com/hand-clinic/,benign
www296.paypal.ca.90658.securessl-140.mx/js/web.apps/ca/m.pp/?cmnd=_lg&pageName=system_email_PP296,benign
http://adinamed.com/news/index.php?page=7&catid=0&myord=uptime&myshownums=&showtj=&showdate=&author=&key=,malware
aliant.online,phishing
charlotte.news14.com/content/headlines/628495/raleigh-diocese-looks-into-building-new-cathedral,benign
http://xsso.xdjwjcszwsgm4c.com/502cb22bc4c1735f57823452f65b0dd0,malware
www.perl.com/pub/a/2001/02/dbix.html,phishing
csrc.nist.gov/groups/SNS/rbac/,phishing
sympatico.ca/,benign
jamescampbell.remax.com/,benign
www.khiba.com/PSP/,phishing
http://www.letni-tabor.eu/index.php?option=com_content&view=article&id=40:koupelna&catid=16:vybaven-chod-tra&Itemid=27,defacement
node82.btc-giveaway.info,phishing
outsidethebeltway.com/michael_richards_seinfelds_kramer_racist_tirade_video/,benign
www.salle.url.edu/~is05562/msx_ing.html,phishing
ebay.com/sch/i.html?_nkw=Sampaguita+Pictures+dvd,benign
bndes.webcindario.com,phishing
www.keyghost.com/qido/,phishing
http://www.harley-davidson-dijon.com/component/adsmanager/recherche,defacement
www.snowhare.com/utilities/usenet-web/,phishing
ebay.com/sch/sis.html?_nkw=Punch+Instant+House+Building+Plans+Home+Design+Software,benign
http://www.swaledaleroadrunners.co.uk/news/450-charity-treadmill-challenge,defacement
www.bancadenoticias.com/~mpseu/l/,benign
michaelgross.info/fuchs.html,benign
marketingmag.ca/news/marketer-news/sid-lee-wins-chunk-of-dell-advertising-account-23555,benign
manta.com/c/mmylkwt/harrys-oilfield-weed-control,benign
http://116.114.95.164:40011/Mozi.m,malware
paulgregoire.com/index.asp?page=productsEN,benign
http://www.myenrg.com/book,defacement
myauteurs.blogspot.com/,benign
smh.com.au/lifestyle/cuisine,benign
http://kenh14.vn/star/phi-thanh-van-mat-chong-la-bai-hoc-xuong-mau-20120925043255414.chn,benign
https://luckypetshouse.com/webapps/4fcf0/home,phishing
lalalovelythings.blogspot.com/,benign
en.wikipedia.org/wiki/CAW_National_Council_4000,benign
http://12com.net/tags.php?%2F\313\321\313\321%2F,defacement
59vk.ufh7.com/de/?dXJiYW5ANHBocC5uZXQMessage-ID:,benign
awcookcement.com/,benign
www.acapellastella.com/samplecards.html,phishing
http://www.pi4wag.nl/index.html,defacement
fbcdn.48fcdee8c65b04217afda21247fd87e9.ga,phishing
opera-optics.com/,benign
https://mitsui-jyuku.mixh.jp/uploads/524d4fe8115bf6b56a9f2357e2c9e699c5.exe,malware
pro-football-reference.com/teams/kan/2003_roster.htm,benign
hajlajf.weebly.com/,benign
http://www.szabadmunkaero.hu/hirek/munkaerpiaci-hirek/188-stresszesebbek-a-munkavallalok.html,defacement
facebook.com/lhasadesela,benign
http://9779.info/%E6%89%8B%E5%B8%95%E5%84%BF%E7%AB%A5%E7%94%BB/,malware
http://unique-finance.com/css/,phishing
snitchseeker.com/harry-potter-news/10-new-lego-harry-potter-y5-7-game-promos-director-talks-new-locations-86073/,benign
kexp.org/reviews/review_artist.asp?artist=Los%20Pleneros%20de%20la%2021/El%20Quinteto%20Criollo&action=genre&type=0&genre=70,benign
forecaster.thehockeynews.com/hockeynews/hockey/player.cgi?2376,benign
http://xfinity.com-sign-in-secure-cpessfile-appmail.2bpnmedia.co.th/,phishing
http://www.cvoaccent.nl/index.php?option=com_content&view=article&id=15&Itemid=158,defacement
in.com/music/artist/anusha-mani-47461-1.html,benign
http://mashable.com/people/55229c08519840114904cb2a/2015/05/01/nfl-draft-winston-mariota-madden-15,benign
http://wandern-in-griechenland.de/angebote/13-kos-patmos-lipsi-leros-8-wanderungen,defacement
http://www.nokas-teknik.se/index.php?option=com_content&view=article&id=7&Itemid=23,defacement
tools.ietf.org/html/rfc176,phishing
www.cs.fit.edu/~ryan/ada/programs/,phishing
mariachisadomicilio.cl/images/ben/0f7b61ce8a5264e787c0a0ccd60d8fc1/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,benign
hockeysfuture.com/prospects/denis_parshin,benign
seattletimes.nwsource.com/html/localnews/2008001287_webfoot16.html,benign
123people.ca/s/teresa+gravelle,benign
valeriejodoinkeaton.com/,benign
michiganpreps.rivals.com/,benign
http://www.randall.com.br/index.php?lang=en,defacement
uk.linkedin.com/in/stephenelliotthunter,benign
wii.gamespy.com/wii/cursed-mountain/,phishing
tripadvisor.com/Attraction_Review-g44535-d266885-Reviews-Starlight_Theatre-Kansas_City_Missouri.html,benign
www-scf.usc.edu/~selinach,phishing
http://kidscentrale.nl/index.php?option=com_sobi2&letter=W&Itemid=44,defacement
tenant.net/Other_Areas/Minnesota/resource.html,benign
http://www.marketingendesign.nl/privacy,defacement
en.wikipedia.org/wiki/AOL,phishing
tools.ietf.org/html/rfc349,phishing
jamesgrantmcgill.com/,benign
http://www.kreds13.dk/index.php?option=com_content&view=article&id=54&Itemid=48,defacement
http://107.158.154.88/zehir/z3hir.arm7,malware
www.chesscorner.com/worldchamps/alekhine/alekhine.htm,phishing
www.marshallsoft.com/see4d.htm,phishing
imdb.com/title/tt0091251/,benign
fanfiction.tenhawkpresents.com/viewuser.php?uid=1466,benign
http://www.engellilerkariyergunu.org/sirket-basvuru,defacement
medirfinca.com,phishing
http://bdnews24.com/economy/2015/04/27/savings-certificates-not-serving-its-purpose-benefiting-rich-bb-chief-economist,benign
usidentify.com/l/choquette,benign
www.totalcoverage.net/index.html,phishing
bowiestate.edu/,benign
http://portal2-web-net-sempre-com-voce-itauweb2.000webhostapp.com/home.php,phishing
http://silca02.it/confezioni-scatole/porta-paste/scatola-porta-paste-classica,defacement
http://foroalcazares.com/index.php/turismoguia/alojamiento,defacement
